,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,Fire Alarm
45519,26.36,49.91,1004,400,13001,19476,938.751,1.92,1.99,1
8185,-4.371,54.53,324,400,13095,19929,939.394,0.21,0.22,1
40788,26.87,48.06,1140,404,12880,19438,938.801,2.02,2.1,1
54169,28.05,45.44,178,424,12773,20546,937.348,1.73,1.8,0
8605,-4.898,52.0,339,400,13093,19933,939.346,0.49,0.51,1
12471,19.846,52.85,1147,586,12822,19444,939.011,2.36,2.46,1
55804,50.68,14.28,648,400,13338,20494,936.83,0.98,1.02,0
25371,11.66,54.0,22,400,12695,19733,939.815,0.03,0.03,0
23566,-20.154,53.42,1400,409,12971,19379,938.698,1.69,1.76,1
41417,24.75,52.59,1172,410,12885,19443,938.74,1.79,1.86,1
82,21.15,49.39,7,407,12540,19638,939.776,0.02,0.08,0
16798,13.617,53.75,1147,400,12894,19444,938.771,1.89,1.97,1
28429,22.09,55.32,289,400,13132,19924,939.674,1.94,2.02,1
42222,26.6,49.26,1145,400,12895,19438,938.797,1.48,1.54,1
37618,27.01,47.11,1088,553,12831,19458,938.976,2.04,2.12,1
32289,18.63,55.37,268,400,13120,19998,939.506,0.44,0.45,1
33860,18.41,57.11,366,400,13066,19900,939.284,0.6,0.62,1
21241,-0.98,53.98,1272,400,12964,19414,938.679,1.8,1.87,1
58772,-4.397,45.02,95,400,12794,20622,937.382,2.17,2.25,0
54252,28.91,42.17,194,425,12767,20526,937.345,1.62,1.68,0
51335,26.9,45.15,22,415,12846,20760,937.582,2.04,2.12,0
806,26.814,55.5,0,400,12975,19918,939.794,0.17,0.18,0
48307,25.26,49.3,1415,425,12967,19379,938.699,1.82,1.89,1
34565,23.08,56.46,693,749,12760,19568,939.149,2.43,2.53,1
51052,34.28,16.74,0,831,13109,20840,930.901,0.87,0.9,1
45686,24.47,52.38,1074,400,13005,19461,938.715,2.52,2.62,1
6163,-8.15,54.32,161,400,13172,20100,939.654,1.17,1.21,1
26879,17.69,54.47,44,400,13134,20002,939.621,0.79,0.82,0
61008,18.014,46.92,4894,400,13160,19646,936.901,0.57,0.59,0
23607,-19.777,47.81,1310,400,12980,19400,938.721,1.65,1.72,1
44884,27.11,47.52,1220,407,12929,19432,938.743,1.61,1.67,1
18635,20.369,50.37,1264,428,12903,19408,938.728,1.46,1.52,1
12468,19.833,52.66,1138,568,12824,19448,938.994,2.32,2.41,1
17115,14.654,48.06,1128,400,12899,19449,938.807,2.02,2.1,1
46309,26.74,48.27,1281,400,12957,19408,938.718,2.27,2.36,1
16752,13.484,48.45,1124,400,12896,19450,938.768,1.86,1.93,1
42369,25.2,50.3,1205,421,12891,19422,938.738,1.79,1.86,1
3111,10.217,51.07,168,400,13147,20000,939.653,0.73,0.76,0
15546,12.097,49.97,1113,419,12879,19454,938.824,1.38,1.44,1
36797,24.57,52.35,1067,600,12815,19471,939.086,2.05,2.13,1
45909,25.09,50.29,1412,436,12930,19382,938.704,2.01,2.09,1
37002,26.47,49.03,1009,570,12826,19474,939.045,2.05,2.13,1
15138,12.794,47.6,1076,439,12872,19467,938.81,2.05,2.13,1
15882,12.016,52.35,1166,418,12874,19438,938.797,1.85,1.92,1
28745,22.69,46.9,209,400,13180,20012,939.717,2.15,2.23,1
2630,16.061,50.49,76,400,13197,20102,939.644,0.95,0.99,0
9603,-4.594,61.49,707,706,12780,19549,939.158,2.9,3.02,1
34946,22.87,53.42,779,757,12755,19541,939.123,2.37,2.46,1
12632,20.425,47.55,1193,592,12816,19441,938.981,2.3,2.39,1
10108,-2.199,52.08,866,707,12776,19511,939.13,2.37,2.46,1
10896,5.157,48.44,1015,657,12798,19479,939.063,2.56,2.66,1
32680,18.61,54.99,287,400,13118,19978,939.441,0.31,0.32,1
6511,-6.996,50.17,213,400,13139,20048,939.6,0.67,0.7,1
22990,-21.849,49.19,1277,400,12979,19408,938.738,1.83,1.9,1
59432,7.201,45.92,148,416,12779,20576,937.326,1.86,1.93,0
16822,13.688,47.58,1120,400,12893,19452,938.766,1.41,1.47,1
60806,14.458,52.34,97,400,13305,21063,937.038,1.81,1.88,0
26364,17.38,50.2,0,400,13105,20015,939.7,0.35,0.37,0
33533,18.28,57.22,333,400,13094,19928,939.328,0.26,0.27,1
39354,27.02,47.32,1126,474,12862,19448,938.914,2.0,2.08,1
34385,22.02,59.07,615,553,12864,19634,939.187,2.39,2.49,1
13725,18.979,52.43,1166,514,12843,19439,938.884,1.9,1.98,1
31783,20.98,51.17,202,400,13153,20062,939.598,0.5,0.51,1
56806,48.44,14.78,1000,400,13676,20413,936.683,0.68,0.7,0
14595,14.808,47.71,1101,467,12865,19453,938.889,1.89,1.96,1
25763,15.1,50.3,7,400,12951,19889,939.778,0.22,0.22,0
17974,18.162,49.66,1208,412,12899,19426,938.714,1.55,1.61,1
60467,12.067,38.45,0,400,13296,21292,937.459,1.92,2.0,0
59307,1.405,48.78,176,437,12765,20547,937.326,1.89,1.96,0
33119,18.74,54.18,311,400,13103,19940,939.375,0.42,0.44,1
20553,9.963,48.26,1226,400,12960,19428,938.73,2.3,2.39,1
56366,57.31,12.8,60000,14511,11136,16556,936.696,3581.69,4682.93,0
18987,20.792,47.46,1243,401,12916,19426,938.699,1.8,1.87,1
44282,27.09,47.45,1145,400,12919,19429,938.697,1.52,1.58,1
19832,18.024,48.23,1228,426,12916,19413,938.72,1.83,1.9,1
45632,24.41,52.56,963,400,13013,19491,938.724,2.7,2.8,1
3441,6.104,54.26,296,400,13134,19923,939.692,1.89,1.97,1
29878,22.3,48.62,32,400,13247,20182,939.692,2.31,2.4,1
47002,24.52,53.46,1371,412,12957,19380,938.729,1.93,2.0,1
21447,-4.406,47.52,1314,400,12958,19396,938.718,1.84,1.91,1
39287,26.84,47.95,1136,474,12854,19447,938.902,2.29,2.38,1
49089,25.05,49.64,1210,400,13024,19421,938.754,2.54,2.63,1
41513,26.92,47.72,1149,401,12883,19438,938.765,1.68,1.75,1
54831,27.04,40.24,0,400,13421,21268,937.462,1.84,1.92,0
56565,56.72,11.72,6670,400,13360,19584,936.698,0.63,0.66,0
60570,12.108,43.82,0,400,13402,21247,937.462,1.93,2.0,0
16333,12.508,48.2,1145,403,12889,19443,938.739,2.02,2.1,1
30440,19.78,54.15,39,400,13244,20200,939.712,2.61,2.71,1
7454,-4.271,49.66,266,400,13124,19998,939.492,0.39,0.4,1
17127,14.697,47.33,1145,400,12899,19447,938.791,1.64,1.7,1
23553,-20.266,49.31,1412,424,12964,19378,938.71,1.98,2.06,1
51117,33.53,17.03,0,400,13375,21094,930.929,1.09,1.13,1
35228,25.24,50.85,852,676,12789,19515,939.043,2.37,2.46,1
17836,17.58,47.96,1140,400,12910,19445,938.703,1.72,1.78,1
24855,12.765,48.68,1356,411,12981,19384,938.854,2.17,2.26,1
18555,20.182,48.12,1207,400,12920,19439,938.724,1.52,1.58,1
56176,51.53,23.4,60000,23542,10902,15961,936.837,10032.89,15095.45,0
11589,12.813,48.92,1002,597,12817,19481,939.051,1.89,1.96,1
17905,17.873,47.46,1149,400,12910,19448,938.707,1.72,1.79,1
37720,26.44,49.64,1027,543,12838,19476,938.948,1.81,1.88,1
21534,-5.834,53.76,1356,400,12958,19393,938.729,1.64,1.71,1
38936,27.04,47.26,1103,479,12850,19458,938.935,2.01,2.09,1
35279,25.05,52.18,894,684,12785,19511,939.069,2.13,2.21,1
18427,19.827,49.67,1216,405,12910,19419,938.708,1.69,1.75,1
6816,-5.925,53.36,232,400,13134,20036,939.609,0.51,0.53,1
33562,19.83,50.19,344,400,13086,19918,939.333,0.27,0.28,1
47589,25.06,50.65,1331,413,12963,19392,938.762,2.05,2.13,1
7550,-4.163,52.18,264,400,13135,20008,939.446,0.47,0.49,1
46702,24.51,53.44,1389,422,12955,19387,938.718,2.25,2.33,1
44647,25.34,49.07,1253,426,12915,19416,938.709,1.41,1.47,1
47956,24.66,52.94,1293,409,12971,19402,938.715,2.0,2.08,1
8076,-4.255,55.66,314,400,13103,19957,939.389,0.32,0.33,1
3957,0.011,53.01,136,400,13222,20073,939.661,2.49,2.58,1
3823,1.521,50.64,169,400,13209,20043,939.665,2.08,2.16,1
1516,25.887,54.66,11,400,13105,20011,939.667,0.48,0.5,0
29196,19.83,53.79,104,400,13234,20122,939.643,2.17,2.25,1
45928,24.43,53.61,1390,429,12943,19381,938.699,2.07,2.15,1
17843,17.61,47.52,1134,400,12912,19446,938.719,1.88,1.95,1
55995,44.29,29.77,56910,1073,12461,18407,936.854,64.81,67.34,0
14231,16.58,48.28,1115,483,12855,19457,938.913,1.86,1.93,1
40312,26.96,47.61,1092,440,12869,19450,938.844,1.8,1.87,1
43214,24.87,52.18,1208,414,12903,19428,938.706,1.76,1.83,1
44913,24.43,54.01,1178,401,12928,19434,938.736,1.48,1.54,1
46660,26.37,50.39,1308,400,12962,19408,938.729,2.36,2.45,1
57484,16.38,44.04,86,408,12820,20672,937.518,2.18,2.27,0
57028,26.064,45.27,53,429,12850,20730,937.551,2.18,2.27,0
48979,24.55,53.39,1373,400,12973,19384,938.734,1.77,1.84,1
3151,9.718,44.88,181,400,13152,19998,939.646,0.72,0.75,0
12812,20.775,47.6,1147,586,12819,19455,938.94,2.09,2.17,1
29940,22.35,48.42,28,400,13246,20179,939.699,2.2,2.29,1
34857,23.88,54.14,689,794,12734,19562,939.157,2.71,2.82,1
10113,-2.164,51.32,881,718,12774,19513,939.121,2.29,2.38,1
10235,-1.26,50.75,927,689,12784,19504,939.052,2.36,2.45,1
49730,26.71,48.5,1291,400,12997,19402,938.81,1.86,1.93,1
13890,18.245,46.84,1122,497,12852,19446,938.916,2.19,2.27,1
38584,27.16,46.83,1094,497,12852,19458,938.863,1.91,1.99,1
16696,13.328,47.94,1082,400,12897,19471,938.768,1.98,2.06,1
58541,-4.763,41.93,80,400,12796,20647,937.405,1.87,1.94,0
13549,19.669,52.78,1180,521,12842,19443,938.869,2.0,2.08,1
33784,20.96,50.59,336,400,13089,19929,939.282,0.27,0.28,1
34558,22.77,58.55,681,761,12752,19578,939.148,2.62,2.72,1
12262,18.707,47.26,998,550,12833,19487,939.039,1.9,1.98,1
17406,15.764,50.09,1153,400,12899,19441,938.731,1.48,1.53,1
27955,21.02,45.87,150,400,13161,20027,939.613,0.91,0.94,0
21408,-3.761,53.28,1329,401,12950,19395,938.691,1.74,1.81,1
11684,13.794,52.69,1061,624,12808,19464,939.064,1.83,1.9,1
58401,-6.706,47.42,115,417,12781,20608,937.408,1.78,1.85,0
6121,-8.273,55.19,135,400,13202,20134,939.67,0.84,0.88,1
31628,19.47,52.28,215,400,13136,20044,939.598,0.76,0.79,1
51662,29.32,40.37,65,400,12833,20704,937.498,2.06,2.14,0
14733,14.196,48.62,1187,479,12850,19430,938.84,1.79,1.86,1
11877,15.664,53.35,1138,612,12811,19437,939.021,2.05,2.13,1
19347,20.375,47.49,1157,401,12922,19438,938.673,1.82,1.89,1
52915,28.49,42.34,91,400,12783,20630,937.396,1.98,2.06,0
7242,-4.668,55.72,262,400,13122,20009,939.51,0.43,0.45,1
22628,-19.997,49.69,1312,400,12968,19401,938.761,1.92,1.99,1
44513,26.94,47.87,1201,400,12924,19429,938.693,1.7,1.77,1
61303,20.632,24.65,18185,656,12677,18964,936.869,0.62,0.64,0
18009,18.306,49.05,1141,404,12910,19448,938.715,1.6,1.66,1
31316,21.66,49.12,176,400,13170,20092,939.636,0.79,0.83,1
52663,25.84,47.74,110,401,12782,20609,937.416,1.68,1.75,0
28553,22.36,52.73,323,400,13113,19886,939.684,1.37,1.42,1
46114,24.37,53.92,1400,420,12942,19381,938.702,2.0,2.07,1
54946,26.26,43.56,0,400,13505,21360,937.41,1.83,1.9,0
13430,20.064,52.82,1147,527,12839,19443,938.871,1.83,1.9,1
43637,24.76,52.72,1233,409,12911,19424,938.722,1.44,1.49,1
42653,26.96,47.74,1159,404,12900,19435,938.72,1.86,1.93,1
31017,21.93,49.22,137,400,13199,20136,939.674,1.57,1.63,1
10556,1.601,53.38,946,694,12780,19495,939.094,2.0,2.08,1
40320,27.09,47.13,1115,428,12874,19453,938.841,2.09,2.18,1
45380,24.59,52.93,1251,400,12950,19413,938.761,2.24,2.32,1
15885,12.017,52.71,1178,412,12871,19438,938.793,1.92,2.0,1
18974,20.79,48.26,1205,400,12920,19425,938.69,1.61,1.68,1
40735,27.04,47.49,1168,418,12874,19438,938.81,1.79,1.86,1
1263,26.833,49.08,14,400,13078,19957,939.709,0.42,0.44,0
15922,12.033,47.47,1120,413,12887,19446,938.748,1.67,1.74,1
45048,26.81,48.45,1253,412,12932,19416,938.75,1.5,1.56,1
8557,-4.839,50.93,329,400,13096,19918,939.344,0.42,0.43,1
42553,24.92,51.87,1212,417,12889,19431,938.736,1.36,1.42,1
8632,-4.93,55.41,346,400,13083,19914,939.31,0.37,0.39,1
29179,20.16,52.37,86,400,13240,20124,939.639,2.35,2.44,1
39671,25.07,50.9,1176,469,12861,19435,938.872,1.85,1.93,1
11934,16.178,53.22,1113,600,12815,19452,939.02,2.27,2.36,1
58461,-5.796,47.46,104,404,12781,20619,937.44,1.89,1.97,0
40963,26.64,48.91,1120,409,12879,19451,938.797,1.72,1.79,1
59942,20.418,45.01,190,455,12755,20525,937.359,1.29,1.34,0
54775,27.6,39.35,0,400,13319,21181,937.432,1.94,2.02,0
13635,19.346,47.67,1092,515,12850,19457,938.858,1.87,1.95,1
34286,19.79,61.65,605,554,12864,19652,939.225,2.99,3.1,1
14230,16.585,48.42,1136,479,12858,19454,938.917,1.86,1.93,1
26087,16.12,51.76,3,400,13056,19957,939.755,0.23,0.24,0
1515,25.892,54.51,9,400,13107,20007,939.673,0.48,0.5,0
13135,20.724,53.06,1132,534,12833,19450,938.91,2.07,2.15,1
13498,19.846,53.26,1153,524,12843,19445,938.865,1.99,2.07,1
5055,-8.535,49.27,46,400,13244,20176,939.642,1.89,1.96,1
54976,25.58,40.55,0,400,13367,21296,937.42,1.5,1.55,0
50822,38.41,14.3,488,4033,12380,20113,930.888,2.23,2.31,1
16795,13.608,53.58,1161,408,12888,19439,938.775,1.78,1.85,1
15424,12.233,51.04,1172,432,12874,19443,938.826,1.65,1.71,1
35602,24.93,48.61,1011,685,12781,19484,939.081,2.18,2.26,1
61192,20.566,30.59,6985,400,13003,19519,936.875,0.66,0.69,0
14491,15.297,46.88,1241,504,12839,19422,938.915,2.15,2.23,1
15768,11.997,52.97,1149,412,12876,19443,938.809,2.01,2.09,1
47542,24.51,53.5,1344,400,12963,19387,938.76,1.73,1.8,1
16327,12.497,49.53,1143,400,12891,19455,938.741,2.1,2.18,1
56212,54.2,20.44,60000,10444,11352,16260,936.861,7731.67,10733.49,0
50488,41.28,13.81,331,8155,12080,19786,930.908,1.36,1.42,1
56882,46.1,15.87,612,400,13731,20588,936.678,0.61,0.63,0
13567,19.603,49.13,1099,510,12847,19446,938.876,1.89,1.97,1
29418,20.15,52.89,94,400,13231,20131,939.668,2.31,2.4,1
44686,26.75,48.63,1164,400,12929,19431,938.706,1.75,1.82,1
15382,12.294,47.35,1138,427,12875,19442,938.83,1.94,2.02,1
29059,20.19,52.31,135,400,13223,20084,939.639,2.02,2.1,1
53154,28.39,42.75,128,400,12795,20592,937.343,1.61,1.68,0
46746,25.44,48.26,1375,434,12947,19373,938.723,2.07,2.15,1
26007,13.57,55.32,15,400,13019,19926,939.756,0.27,0.28,0
50930,36.19,15.57,285,2641,12572,20326,930.927,1.3,1.35,1
48946,26.65,48.99,1367,401,12983,19387,938.722,1.88,1.95,1
24908,15.196,49.93,1237,400,12995,19410,938.845,1.58,1.64,1
20876,5.028,53.53,1356,406,12951,19394,938.717,2.18,2.26,1
8268,-4.47,54.26,299,400,13117,19968,939.408,0.4,0.41,1
55061,24.36,51.65,95,400,13281,21063,937.029,1.76,1.83,0
62623,18.012,15.78,650,400,13703,20546,936.673,0.66,0.69,0
56581,56.85,11.54,6324,400,13364,19606,936.687,0.65,0.67,0
32766,20.78,50.58,287,400,13126,19985,939.411,0.49,0.51,1
6771,-6.08,55.8,221,400,13143,20051,939.624,0.8,0.83,1
13756,18.847,47.59,1122,507,12850,19445,938.88,1.57,1.63,1
17328,15.453,53.18,1159,409,12894,19446,938.752,1.55,1.62,1
18528,20.113,53.2,1197,412,12909,19424,938.723,1.75,1.82,1
26618,16.42,51.0,28,400,13115,20009,939.611,0.65,0.67,0
11579,12.708,53.65,1040,615,12809,19467,939.058,2.05,2.13,1
6351,-7.549,55.32,185,400,13155,20070,939.631,0.83,0.87,1
45403,26.58,49.02,1228,400,12955,19418,938.746,1.9,1.97,1
8897,-5.178,51.02,351,400,13075,19917,939.268,0.51,0.53,1
20852,5.411,47.92,1396,436,12934,19380,938.708,1.74,1.81,1
40944,24.58,53.21,1159,411,12876,19436,938.779,1.76,1.83,1
46393,24.85,52.06,1302,400,12957,19403,938.712,1.81,1.88,1
32462,18.6,55.24,276,400,13117,19984,939.479,0.51,0.53,1
9172,-5.227,51.59,388,400,13032,19870,939.255,0.45,0.46,1
14967,13.301,47.22,1055,442,12871,19467,938.844,2.04,2.12,1
27898,21.04,45.89,138,400,13165,20034,939.615,1.0,1.04,0
44602,24.62,53.35,1245,418,12919,19421,938.709,1.64,1.7,1
52172,26.27,46.66,67,400,12783,20674,937.523,2.0,2.08,0
32403,18.65,55.02,267,400,13125,20003,939.52,0.53,0.55,1
57373,21.477,45.6,58,400,12830,20711,937.537,2.31,2.4,0
18270,19.31,47.29,1210,401,12909,19438,938.696,1.49,1.55,1
27700,18.09,52.72,96,400,13190,20075,939.662,1.04,1.08,0
6159,-8.162,53.47,175,400,13171,20093,939.648,1.21,1.25,1
45660,26.99,46.42,1005,400,13019,19477,938.729,2.53,2.63,1
32561,21.02,49.78,270,400,13123,19994,939.481,0.39,0.41,1
46319,26.96,47.61,1354,407,12953,19393,938.688,2.01,2.09,1
9330,-5.114,59.99,611,543,12873,19643,939.235,2.48,2.58,1
29014,19.91,53.59,135,400,13214,20075,939.644,1.91,1.99,1
6518,-6.971,53.62,211,400,13142,20058,939.581,0.62,0.64,1
55451,44.97,27.92,6093,400,13024,19585,936.877,0.62,0.64,0
32872,20.47,52.16,284,400,13125,19977,939.408,0.27,0.28,1
9575,-4.669,55.98,692,738,12770,19566,939.155,2.26,2.35,1
11362,10.357,48.17,1040,628,12804,19469,939.1,2.08,2.16,1
54589,27.71,42.68,0,400,13100,21057,937.433,1.96,2.04,0
6963,-5.442,53.78,214,400,13150,20056,939.599,0.53,0.55,1
15750,11.998,47.09,1159,409,12880,19443,938.807,1.7,1.77,1
17221,15.043,53.82,1115,400,12906,19450,938.78,1.46,1.52,1
47155,26.9,48.0,1364,400,12968,19389,938.716,2.27,2.36,1
59691,18.341,42.34,162,417,12777,20569,937.409,1.73,1.8,0
9437,-4.964,64.68,651,558,12858,19606,939.187,2.99,3.11,1
31501,21.57,49.05,188,400,13157,20076,939.583,0.72,0.74,1
39986,24.52,53.23,1097,453,12868,19456,938.833,1.79,1.86,1
23267,-21.829,53.51,1413,408,12971,19379,938.714,2.02,2.1,1
58459,-5.825,47.34,99,408,12784,20626,937.446,1.83,1.9,0
35468,25.7,49.89,858,665,12789,19509,939.114,2.16,2.24,1
4202,-2.557,53.79,104,400,13234,20122,939.643,2.17,2.25,1
37417,26.12,51.75,992,545,12842,19484,938.987,2.12,2.2,1
56369,57.27,12.62,60000,11840,11276,16670,936.712,2248.8,2883.34,0
4643,-6.332,47.81,45,400,13248,20171,939.672,2.14,2.22,1
49819,24.55,53.46,1300,412,12991,19404,938.824,1.95,2.03,1
36937,26.05,51.87,1048,579,12829,19470,939.055,2.3,2.39,1
26810,16.34,54.51,60,400,13115,19998,939.628,0.83,0.86,0
38943,27.12,46.98,1109,484,12854,19456,938.931,2.08,2.16,1
53218,28.53,42.15,134,400,12789,20595,937.347,2.23,2.32,0
49956,25.86,53.76,1249,400,13003,19425,938.875,1.98,2.06,1
21578,-6.549,51.87,1331,405,12948,19391,938.733,1.93,2.0,1
1300,26.733,53.69,0,400,13101,19975,939.712,0.4,0.41,0
50327,34.9,19.59,132,3286,12594,19871,930.971,126.35,131.27,1
38612,24.48,53.31,1130,515,12844,19451,938.866,1.72,1.79,1
22110,-14.48,47.6,1325,400,12976,19405,938.71,1.77,1.84,1
61564,12.626,15.78,506,400,13399,20642,936.84,0.77,0.8,0
5056,-8.539,49.15,45,400,13244,20178,939.645,1.92,2.0,1
42633,24.44,53.81,1159,409,12901,19443,938.72,1.61,1.67,1
4105,-1.573,47.48,114,400,13219,20089,939.62,1.97,2.04,1
49039,24.58,53.18,1344,400,12990,19385,938.741,1.85,1.92,1
59025,-5.136,41.89,113,400,12795,20597,937.342,1.8,1.88,0
9810,-3.865,52.95,698,892,12680,19560,939.159,2.59,2.7,1
12083,17.425,47.25,1019,586,12822,19467,938.998,1.97,2.05,1
38985,26.75,48.21,1071,483,12857,19462,938.923,1.59,1.65,1
41490,24.49,53.49,1174,409,12884,19441,938.761,1.85,1.92,1
7458,-4.266,51.61,281,400,13113,19981,939.524,0.46,0.48,1
62583,10.035,16.52,885,400,13676,20454,936.66,0.74,0.77,0
13691,19.121,48.21,1147,504,12849,19445,938.895,2.06,2.14,1
18675,20.451,48.14,1226,400,12914,19424,938.712,1.57,1.63,1
25900,12.98,56.56,9,400,12998,19920,939.773,0.18,0.18,0
60503,12.0,44.81,0,400,13269,21191,937.418,1.75,1.82,0
4261,-3.131,53.86,107,400,13233,20109,939.658,2.21,2.3,1
19754,18.562,48.4,1199,401,12926,19429,938.7,1.44,1.5,1
26899,19.2,47.66,66,400,13118,19983,939.643,0.57,0.59,0
3385,6.798,55.1,268,400,13149,19950,939.647,1.75,1.82,1
47646,25.45,48.34,1402,421,12954,19374,938.755,2.06,2.14,1
2657,15.747,50.61,61,400,13201,20112,939.657,1.01,1.04,0
35593,25.98,49.04,917,662,12792,19501,939.078,2.09,2.17,1
62317,-19.496,11.58,6477,400,13356,19599,936.675,0.57,0.59,0
21778,-9.711,54.03,1371,414,12956,19386,938.722,2.11,2.19,1
52816,27.15,42.01,92,421,12770,20630,937.41,1.91,1.98,0
18173,18.954,53.51,1124,400,12908,19442,938.699,1.51,1.56,1
20360,12.603,47.85,1277,400,12961,19432,938.751,1.95,2.03,1
34249,18.81,67.05,584,650,12812,19675,939.227,2.7,2.81,1
27687,18.41,51.18,94,400,13189,20078,939.646,1.08,1.13,0
2246,20.247,50.72,0,400,13224,20161,939.617,0.97,1.0,0
5469,-9.272,50.28,33,400,13251,20202,939.713,2.08,2.16,1
35592,25.96,49.1,891,670,12791,19503,939.078,2.11,2.2,1
12589,20.297,52.78,1101,575,12827,19458,939.015,1.98,2.06,1
40994,24.89,52.03,1122,400,12881,19440,938.769,1.59,1.65,1
45062,27.04,47.61,1251,406,12928,19420,938.728,1.57,1.63,1
55652,51.32,22.97,29898,705,12657,18789,936.927,0.79,0.82,0
16610,13.104,53.23,1184,410,12891,19442,938.766,1.67,1.74,1
47420,24.55,53.35,1320,400,12968,19395,938.745,1.78,1.85,1
27723,20.77,46.56,92,400,13193,20090,939.634,0.96,1.0,0
61102,19.575,38.93,8975,400,12904,19388,936.89,0.66,0.69,0
24707,6.481,53.66,1314,408,12992,19399,938.811,1.76,1.83,1
31414,20.56,55.3,173,400,13171,20097,939.625,0.81,0.84,1
10407,0.196,50.95,904,676,12787,19508,939.092,2.0,2.08,1
28811,20.83,48.06,178,400,13205,20050,939.677,1.88,1.96,1
7281,-4.58,49.57,271,400,13117,19990,939.514,0.49,0.51,1
16250,12.37,53.2,1159,404,12879,19440,938.783,1.53,1.59,1
57259,25.308,45.81,32,400,12833,20737,937.552,2.42,2.51,0
19541,19.709,52.5,1260,406,12917,19417,938.688,1.64,1.7,1
6384,-7.438,49.07,181,400,13167,20079,939.652,0.83,0.87,1
37651,24.45,53.22,1061,554,12828,19465,938.982,1.76,1.83,1
24308,-6.968,49.47,1312,400,12996,19408,938.809,1.97,2.04,1
60733,13.455,45.89,0,400,13283,21154,937.3,1.6,1.66,0
33084,18.23,56.82,314,400,13101,19947,939.385,0.27,0.29,1
8807,-5.11,56.68,350,400,13071,19907,939.286,0.32,0.33,1
14741,14.163,52.04,1147,459,12865,19449,938.849,1.81,1.88,1
302,23.696,50.17,10,400,12668,19728,939.788,0.06,0.09,0
17214,15.016,53.49,1132,401,12898,19451,938.767,1.55,1.61,1
40754,24.9,51.96,1212,425,12875,19440,938.803,1.82,1.89,1
29868,22.12,49.6,25,400,13253,20197,939.694,2.46,2.55,1
58531,-4.873,45.7,83,400,12801,20643,937.412,1.81,1.88,0
38261,26.57,49.13,1105,522,12844,19456,938.929,2.2,2.28,1
12820,20.784,51.67,1074,552,12834,19464,938.934,2.18,2.26,1
41110,25.09,50.7,1195,424,12873,19425,938.752,1.81,1.88,1
29567,22.12,48.88,36,400,13257,20174,939.658,2.03,2.11,1
4650,-6.381,47.47,52,400,13246,20167,939.657,2.2,2.29,1
33949,20.94,50.99,356,400,13071,19909,939.25,0.44,0.46,1
8040,-4.222,52.7,303,400,13118,19963,939.396,0.29,0.31,1
45268,24.41,54.16,1367,438,12914,19390,938.746,1.39,1.44,1
51622,27.04,44.49,63,400,12829,20704,937.518,2.24,2.33,0
1755,24.465,54.64,37,400,13131,20027,939.625,0.69,0.72,0
4270,-3.217,49.82,107,400,13240,20120,939.681,1.89,1.97,1
8151,-4.332,54.21,293,400,13122,19966,939.374,0.26,0.27,1
12575,20.251,49.86,1105,563,12829,19457,939.006,1.75,1.82,1
59971,20.077,47.0,173,410,12781,20536,937.356,1.44,1.5,0
41446,26.77,48.35,1061,400,12890,19453,938.757,1.64,1.7,1
27050,16.91,53.73,35,400,13134,20026,939.632,0.64,0.66,0
24166,-10.609,52.45,1122,400,13029,19443,938.773,1.95,2.03,1
46818,24.64,53.07,1339,400,12954,19390,938.703,1.42,1.47,1
22617,-19.912,54.03,1354,409,12966,19387,938.757,1.92,1.99,1
34788,21.69,58.73,694,841,12704,19563,939.123,2.55,2.65,1
35963,24.75,49.35,1124,685,12778,19454,939.078,2.12,2.21,1
20918,4.352,51.6,1352,417,12943,19391,938.7,2.08,2.16,1
35410,25.64,49.77,927,687,12786,19500,939.091,1.93,2.01,1
27812,18.31,51.98,121,400,13177,20058,939.645,0.95,0.99,0
44123,24.59,53.38,1191,404,12920,19431,938.707,1.47,1.53,1
9059,-5.24,51.48,368,400,13057,19893,939.277,0.45,0.47,1
